"positive,""a";real;movie;,;about;real;people;,;that;gives;us;a;rare;glimpse;into;a;culture;most;of;us;don't;know;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""tender";yet;lacerating;and;darkly;funny;fable;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""may";be;spoofing;an;easy;target;--;those;old;'50's;giant;creature;features;--;but;0;0;0;it;acknowledges;and;celebrates;their;cheesiness;as;the;reason;why;people;get;a;kick;out;of;watching;them;today;".""";;;;;;;;;;;;;;;;;;;;;;
"positive,""an";engaging;overview;of;johnson's;eccentric;career;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""in";its;ragged;,;cheap;and;unassuming;way;,;the;movie;works;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""some";actors;have;so;much;charisma;that;you'd;be;happy;to;listen;to;them;reading;the;phone;book;0;hugh;grant;and;sandra;bullock;are;two;such;likeable;actors;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""sandra";nettelbeck;beautifully;orchestrates;the;transformation;of;the;chilly;,;neurotic;,;and;self-absorbed;martha;as;her;heart;begins;to;open;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""behind";the;snow;games;and;lovable;siberian;huskies;(;plus;one;sheep;dog;);,;the;picture;hosts;a;parka-wrapped;dose;of;heart;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""everytime";you;think;undercover;brother;has;run;out;of;steam;,;it;finds;a;new;way;to;surprise;and;amuse;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""manages";to;be;original;,;even;though;it;rips;off;many;of;its;ideas;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""singer/composer";bryan;adams;contributes;a;slew;of;songs;ﾗ;a;few;potential;hits;,;a;few;more;simply;intrusive;to;the;story;ﾗ;but;the;whole;package;certainly;captures;the;intended;,;er;,;spirit;of;the;piece;".""";;;;;;;;;;;;;;;;;;;;;
"positive,""you'd";think;by;now;america;would;have;had;enough;of;plucky;british;eccentrics;with;hearts;of;gold;0;yet;the;act;is;still;charming;here;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""whether";or;not;you're;enlightened;by;any;of;derrida's;lectures;on;;the;other;;and;;the;self;,;;derrida;is;an;undeniably;fascinating;and;playful;fellow;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";pleasant;enough;movie;,;held;together;by;skilled;ensemble;actors;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";is;the;best;american;movie;about;troubled;teens;since;1998's;whatever;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""disney";has;always;been;hit-or-miss;when;bringing;beloved;kids';books;to;the;screen;0;0;0;tuck;everlasting;is;a;little;of;both;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""just";the;labour;involved;in;creating;the;layered;richness;of;the;imagery;in;this;chiaroscuro;of;madness;and;light;is;astonishing;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";animated;subplot;keenly;depicts;the;inner;struggles;of;our;adolescent;heroes;0;insecure;,;uncontrolled;,;and;intense;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";invincible;werner;herzog;is;alive;and;well;and;living;in;"la""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""morton";is;a;great;actress;portraying;a;complex;character;,;but;morvern;callar;grows;less;compelling;the;farther;it;meanders;from;its;shocking;start;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""part";of;the;charm;of;satin;rouge;is;that;it;avoids;the;obvious;with;humour;and;lightness;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""son";of;the;bride;may;be;a;good;half-hour;too;long;but;comes;replete;with;a;flattering;sense;of;mystery;and;quietness;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";simmering;psychological;drama;in;which;the;bursts;of;sudden;violence;are;all;the;more;startling;for;the;slow;buildup;that;has;preceded;them;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";taut;,;intelligent;psychological;drama;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";compelling;coming-of-age;drama;about;the;arduous;journey;of;a;sensitive;young;girl;through;a;series;of;foster;homes;and;a;fierce;struggle;to;pull;free;from;her;dangerous;and;domineering;mother's;hold;over;her;".""";;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";truly;moving;experience;,;and;a;perfect;example;of;how;art;--;when;done;right;--;can;help;heal;,;clarify;,;and;comfort;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";delicately;observed;story;,;deeply;felt;and;masterfully;stylized;,;is;a;triumph;for;its;maverick;director;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""at";heart;the;movie;is;a;deftly;wrought;suspense;yarn;whose;richer;shadings;work;as;coloring;rather;than;substance;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";appearance;of;treebeard;and;gollum's;expanded;role;will;either;have;you;loving;what;you're;seeing;,;or;rolling;your;eyes;0;i;loved;it;!;gollum's;'performance';is;incredible;"!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";screenplay;more;ingeniously;constructed;than;;memento;"""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""if";this;movie;were;a;book;,;it;would;be;a;page-turner;,;you;can't;wait;to;see;what;happens;next;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""haneke";challenges;us;to;confront;the;reality;of;sexual;aberration;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""absorbing";and;disturbing;--;perhaps;more;disturbing;than;originally;intended;--;but;a;little;clarity;would;have;gone;a;long;way;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";the;best;film;of;the;year;so;far;,;the;benchmark;against;which;all;other;best;picture;contenders;should;be;measured;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""painful";to;watch;,;but;viewers;willing;to;take;a;chance;will;be;rewarded;with;two;of;the;year's;most;accomplished;and;riveting;film;performances;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";is;a;startling;film;that;gives;you;a;fascinating;,;albeit;depressing;view;of;iranian;rural;life;close;to;the;iraqi;border;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""an";imaginative;comedy/thriller;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";few;artsy;flourishes;aside;,;narc;is;as;gritty;as;a;movie;gets;these;days;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""while";the;isle;is;both;preposterous;and;thoroughly;misogynistic;,;its;vistas;are;incredibly;beautiful;to;look;at;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""together";,;tok;and;o;orchestrate;a;buoyant;,;darkly;funny;dance;of;death;0;in;the;process;,;they;demonstrate;that;there's;still;a;lot;of;life;in;hong;kong;cinema;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""director";kapur;is;a;filmmaker;with;a;real;flair;for;epic;landscapes;and;adventure;,;and;this;is;a;better;film;than;his;earlier;english-language;movie;,;the;overpraised;elizabeth;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";movie;is;a;blast;of;educational;energy;,;as;bouncy;animation;and;catchy;songs;escort;you;through;the;entire;85;minutes;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";sports;movie;with;action;that's;exciting;on;the;field;and;a;story;you;care;about;off;it;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""doug";liman;,;the;director;of;bourne;,;directs;the;traffic;well;,;gets;a;nice;wintry;look;from;his;locations;,;absorbs;us;with;the;movie's;spycraft;and;uses;damon's;ability;to;be;focused;and;sincere;".""";;;;;;;;;;;;;;;;;;;;;;
"positive,""the";tenderness;of;the;piece;is;still;intact;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""katz";uses;archival;footage;,;horrifying;documents;of;lynchings;,;still;photographs;and;charming;old;reel-to-reel;recordings;of;meeropol;entertaining;his;children;to;create;his;song;history;,;but;most;powerful;of;all;is;the;song;"itself""";;;;;;;;;;;;;;;;;;;;;;;
"positive,""like";the;film's;almost;anthropologically;detailed;realization;of;early-'80s;suburbia;,;it's;significant;without;being;overstated;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""while";mcfarlane's;animation;lifts;the;film;firmly;above;the;level;of;other;coming-of-age;films;0;0;0;it's;also;so;jarring;that;it's;hard;to;get;back;into;the;boys';story;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""if";nothing;else;,;this;movie;introduces;a;promising;,;unusual;kind;of;psychological;horror;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""in";a;normal;screen;process;,;these;bromides;would;be;barely;enough;to;sustain;an;interstitial;program;on;the;discovery;channel;0;but;in;imax;3-d;,;the;clich�s;disappear;into;the;vertiginous;perspectives;opened;up;by;the;photography;".""";;;;;;;;;;;;;;;;;;;;
"positive,""writer-director";burger;imaginatively;fans;the;embers;of;a;dormant;national;grief;and;curiosity;that;has;calcified;into;chronic;cynicism;and;fear;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,"".";0;0;a;roller-coaster;ride;of;a;"movie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""i";enjoyed;time;of;favor;while;i;was;watching;it;,;but;i;was;surprised;at;how;quickly;it;faded;from;my;memory;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""chicago";is;sophisticated;,;brash;,;sardonic;,;completely;joyful;in;its;execution;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""steve";irwin's;method;is;ernest;hemmingway;at;accelerated;speed;and;volume;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";refreshing;korean;film;about;five;female;high;school;friends;who;face;an;uphill;battle;when;they;try;to;take;their;relationships;into;deeper;waters;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""on";the;surface;,;it's;a;lovers-on-the-run;crime;flick;,;but;it;has;a;lot;in;common;with;piesiewicz's;and;kieslowski's;earlier;work;,;films;like;the;double;life;of;veronique;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";values;that;have;held;the;enterprise;crew;together;through;previous;adventures;and;perils;do;so;again-courage;,;self-sacrifice;and;patience;under;pressure;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""if";it's;possible;for;a;sequel;to;outshine;the;original;,;then;sl2;does;just;that;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";romantic;comedy;that;operates;by;the;rules;of;its;own;self-contained;universe;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""4";friends;,;2;couples;,;2000;miles;,;and;all;the;pabst;blue;ribbon;beer;they;can;drink;0;it's;the;ultimate;redneck;road-trip;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""the";film;is;often;filled;with;a;sense;of;pure;wonderment;and;excitement;not;often;seen;in;today's;cinema;du;"sarcasm""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it";might;be;tempting;to;regard;mr;0;andrew;and;his;collaborators;as;oddballs;,;but;mr;0;earnhart's;quizzical;,;charming;movie;allows;us;to;see;them;,;finally;,;as;artists;".""";;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";feel-good;picture;in;the;best;sense;of;the;term;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""edited";and;shot;with;a;syncopated;style;mimicking;the;work;of;his;subjects;,;pray;turns;the;idea;of;the;documentary;on;its;head;,;making;it;rousing;,;invigorating;fun;lacking;any;mtv;puffery;".""";;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";mostly;intelligent;,;engrossing;and;psychologically;resonant;suspenser;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";this;memory-as-identity;obviation;that;gives;secret;life;its;intermittent;unease;,;reaffirming;that;long-held;illusions;are;indeed;reality;,;and;that;erasing;them;recasts;the;self;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""hip-hop";has;a;history;,;and;it's;a;metaphor;for;this;love;story;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""in";scope;,;ambition;and;accomplishment;,;children;of;the;century;0;0;0;takes;kurys';career;to;a;whole;new;level;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";may;not;have;the;dramatic;gut-wrenching;impact;of;other;holocaust;films;,;but;it's;a;compelling;story;,;mainly;because;of;the;way;it's;told;by;the;people;who;were;there;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""between";the;drama;of;cube;?;s;personal;revelations;regarding;what;the;shop;means;in;the;big;picture;,;iconic;characters;gambol;fluidly;through;the;story;,;with;charming;results;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";gentle;,;compassionate;drama;about;grief;and;healing;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""somewhere";short;of;tremors;on;the;modern;b-scene;:;neither;as;funny;nor;as;clever;,;though;an;agreeably;unpretentious;way;to;spend;ninety;minutes;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""digital-video";documentary;about;stand-up;comedians;is;a;great;glimpse;into;a;very;different;world;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""unlike";most;teen;flicks;,;swimming;takes;its;time;to;tell;its;story;,;casts;mostly;little-known;performers;in;key;roles;,;and;introduces;some;intriguing;ambiguity;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""an";enthralling;,;playful;film;that;constantly;frustrates;our;desire;to;know;the;'truth';about;this;man;,;while;deconstructing;the;very;format;of;the;biography;in;a;manner;that;derrida;would;doubtless;give;his;blessing;to;".""";;;;;;;;;;;;;;;;;;;;;;
"positive,""""""";extreme;ops;;exceeds;expectations;0;good;fun;,;good;action;,;good;acting;,;good;dialogue;,;good;pace;,;good;cinematography;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""you";should;pay;nine;bucks;for;this;:;because;you;can;hear;about;suffering;afghan;refugees;on;the;news;and;still;be;unaffected;0;dramas;like;this;make;it;human;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";thunderous;ride;at;first;,;quiet;cadences;of;pure;finesse;are;few;and;far;between;;;their;shortage;dilutes;the;potency;of;otherwise;respectable;action;0;still;,;this;flick;is;fun;,;and;host;to;some;truly;excellent;sequences;".""";;;;;;;;;;;;;;;;;
"positive,""it's";obviously;struck;a;responsive;chord;with;many;south;koreans;,;and;should;work;its;magic;in;other;parts;of;the;world;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""run";,;don't;walk;,;to;see;this;barbed;and;bracing;comedy;on;the;big;screen;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""a";classy;item;by;a;legend;who;may;have;nothing;left;to;prove;but;still;has;the;chops;and;drive;to;show;how;its;done;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it";is;nature;against;progress;0;in;fessenden's;horror;trilogy;,;this;theme;has;proved;important;to;him;and;is;especially;so;in;the;finale;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";not;exactly;a;gourmet;meal;but;the;fare;is;fair;,;even;coming;from;the;drive-thru;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""this";is;what;imax;was;made;for;:;strap;on;a;pair;of;3-d;goggles;,;shut;out;the;real;world;,;and;take;a;vicarious;voyage;to;the;last;frontier;--;space;".""";;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""merely";as;a;technical;,;logistical;feat;,;russian;ark;marks;a;cinematic;milestone;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""[schweiger";is];talented;and;terribly;charismatic;,;qualities;essential;to;both;movie;stars;and;social;anarchists;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""it's";a;great;deal;of;sizzle;and;very;little;steak;0;but;what;spectacular;sizzle;it;is;!;0;0;0;in;this;incarnation;its;fizz;is;infectious;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"positive,""an";original;gem;about;an;obsession;with;time;".""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
